Age,workclass,fnlwgt,education,education-num,marital-status,Occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,gincome
45,Private,386940,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Male,0,1408,40,US,<=50K
30,Government,59951,Bachelors,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,40,US,<=50K
22,Government,311512,Bachelors,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,15,US,<=50K
48,Private,242406,HS-grad,7,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Puerto-Rico,<=50K
21,Private,197200,Bachelors,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,US,<=50K
19,Private,544091,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,25,US,<=50K
48,self-employed,265477,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,<=50K
31,Private,507875,HS-grad,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,US,<=50K
53,self-employed,88506,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,<=50K
24,Private,172987,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,US,<=50K
49,Private,94638,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,US,<=50K
25,Private,289980,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,35,US,<=50K
57,Government,337895,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,US,>50K
53,Private,144361,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,US,<=50K
44,Private,128354,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,US,<=50K
41,Government,101603,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
29,Private,271466,Bachelors,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,US,<=50K
25,Private,32275,Bachelors,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,US,<=50K
47,Private,51835,Masters,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,60,Honduras,>50K
50,Government,251585,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,US,>50K
47,self-employed,109832,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,US,<=50K
43,Private,237993,Bachelors,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,US,>50K
46,Private,216666,HS-grad,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
35,Private,56352,Bachelors,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
41,Private,147372,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,US,<=50K
30,Private,188146,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,US,<=50K
30,Private,59496,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,US,<=50K
48,Private,149640,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,US,<=50K
42,Private,116632,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,US,>50K
29,Private,105598,Bachelors,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,58,US,<=50K
36,Private,155537,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
28,Private,183175,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,US,<=50K
53,Private,169846,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,US,>50K
49,self-employed,191681,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,US,>50K
19,Private,101509,Bachelors,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,32,US,<=50K
31,Private,309974,Bachelors,13,Separated,Sales,Own-child,Black,Female,0,0,40,US,<=50K
29,self-employed,162298,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,US,>50K
23,Private,211678,Bachelors,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,US,<=50K
79,Private,124744,Bachelors,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,20,US,<=50K
27,Private,213921,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,<=50K
40,Private,32214,Bachelors,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,US,<=50K
18,Private,309634,HS-grad,7,Never-married,Other-service,Own-child,White,Female,0,0,22,US,<=50K
31,Government,125927,HS-grad,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,US,<=50K
18,Private,446839,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,US,<=50K
52,Private,276515,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Cuba,<=50K
46,Private,51618,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,US,<=50K
59,Private,159937,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,US,<=50K
44,Private,343591,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,US,>50K
53,Private,346253,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,35,US,<=50K
49,Government,268234,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,US,>50K
33,Private,202051,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,US,<=50K
30,Private,54334,HS-grad,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,US,<=50K
43,Government,410867,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,US,>50K
57,Private,249977,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,<=50K
37,Private,286730,Bachelors,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,US,<=50K
28,Private,212563,Bachelors,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,US,<=50K
34,Government,226296,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,US,>50K
29,Government,115585,Bachelors,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,US,<=50K
48,self-employed,191277,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,US,>50K
37,Private,202683,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,US,>50K
48,Private,171095,Bachelors,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,England,<=50K
32,Government,249409,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,US,<=50K
76,Private,124191,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
44,Private,198282,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,US,>50K
47,self-employed,149116,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,US,<=50K
20,Private,188300,Bachelors,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,US,<=50K
29,Private,103432,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,US,<=50K
32,self-employed,317660,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,US,>50K
30,Private,194901,HS-grad,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,US,<=50K
31,Government,189265,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,US,<=50K
42,Private,124692,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,US,<=50K
24,Private,432376,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,40,US,<=50K
38,Private,65324,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,>50K
56,self-employed,335605,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,>50K
28,Private,377869,Bachelors,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,US,<=50K
36,Private,102864,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,US,<=50K
53,Private,95647,HS-grad,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,US,<=50K
56,self-employed,303090,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,US,<=50K
49,Government,197371,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,US,>50K
55,Private,247552,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,US,<=50K
22,Private,102632,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,US,<=50K
21,Private,199915,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,40,US,<=50K
40,Private,118853,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,US,<=50K
30,Private,77143,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,<=50K
29,Government,267989,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,US,>50K
19,Private,301606,Bachelors,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,US,<=50K
47,Private,287828,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,US,>50K
20,Private,111697,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,US,<=50K
31,Private,114937,Bachelors,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,US,>50K
39,Private,365739,Bachelors,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,US,<=50K
28,Private,69621,Bachelors,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,US,<=50K
24,Private,43323,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,US,<=50K
38,self-employed,120985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,US,<=50K
37,Private,254202,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,US,<=50K
46,Private,146195,Bachelors,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,US,<=50K
38,Government,125933,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,>50K
43,self-employed,56920,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,US,<=50K
27,Private,163127,Bachelors,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,US,<=50K
20,Private,34310,Bachelors,10,Never-married,Sales,Own-child,White,Male,0,0,20,US,<=50K
49,Private,81973,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,US,>50K
61,self-employed,66614,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
27,Private,232782,Bachelors,10,Never-married,Sales,Own-child,White,Female,0,0,40,US,<=50K
19,Private,316868,Bachelors,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,<=50K
45,Private,196584,Bachelors,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,US,>50K
70,Private,105376,Bachelors,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,US,<=50K
31,Private,185814,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,US,<=50K
22,Private,175374,Bachelors,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,US,<=50K
36,Private,108293,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,US,<=50K
64,Private,181232,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,US,<=50K
47,Government,186009,Bachelors,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,<=50K
34,Private,198183,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,US,<=50K
33,Private,163003,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
21,Private,296158,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,US,<=50K
48,Private,187715,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,US,<=50K
23,Private,214542,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,US,<=50K
71,self-employed,494223,Bachelors,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,US,<=50K
29,Private,191535,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,US,<=50K
42,Private,228456,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,US,<=50K
25,Private,252752,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,US,<=50K
44,self-employed,78374,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,US,<=50K
28,Private,88419,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,<=50K
45,self-employed,201080,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,US,>50K
36,Private,207157,Bachelors,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
39,Government,235485,Bachelors,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,US,<=50K
46,Government,102628,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,US,<=50K
18,Private,25828,HS-grad,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,US,<=50K
66,Government,54826,Bachelors,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,US,<=50K
27,Private,124953,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,US,<=50K
28,Government,175325,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,US,<=50K
51,Private,96062,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,US,>50K
27,Private,428030,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,US,<=50K
28,Government,149624,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,>50K
27,Private,253814,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,US,<=50K
21,Private,312956,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,US,<=50K
34,Private,483777,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,US,<=50K
18,Private,183930,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,US,<=50K
33,Private,37274,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,US,<=50K
44,Government,181344,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,US,>50K
43,Private,114580,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,US,<=50K
30,Private,633742,Bachelors,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,US,<=50K
40,Private,286370,HS-grad,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,>50K
37,Government,29054,Bachelors,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,US,>50K
34,Private,304030,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,US,<=50K
41,self-employed,143129,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,US,<=50K
31,Private,99928,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,US,<=50K
58,Government,109567,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,US,>50K
38,Private,155222,Bachelors,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,US,<=50K
24,Private,159567,Bachelors,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,US,<=50K
41,Government,523910,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,US,<=50K
47,Private,120939,Bachelors,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,US,<=50K
41,Government,130760,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,US,<=50K
23,Private,197387,HS-grad,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,Mexico,<=50K
36,Private,99374,Bachelors,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,US,<=50K
40,Government,56795,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,US,>50K
35,Private,138992,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,US,>50K
24,self-employed,32921,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,US,<=50K
26,Private,397317,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,US,<=50K
51,Private,259323,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,US,>50K
42,Government,254817,Bachelors,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,US,<=50K
37,Government,48211,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,US,<=50K
18,Private,140164,HS-grad,7,Never-married,Sales,Own-child,White,Female,0,0,40,US,<=50K
36,Private,128757,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,US,>50K
35,Private,36270,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,US,<=50K
58,self-employed,210563,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,15024,0,35,US,>50K
17,Private,65368,HS-grad,7,Never-married,Sales,Own-child,White,Female,0,0,12,US,<=50K
44,Government,160943,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,US,<=50K
37,Private,208358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,>50K
35,Private,153790,Bachelors,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,US,<=50K
60,Private,85815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,US,<=50K
54,self-employed,125417,HS-grad,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,US,>50K
37,Private,635913,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,US,>50K
50,Private,313321,Bachelors,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,US,<=50K
38,Private,182609,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Poland,<=50K
45,Private,109434,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,US,<=50K
25,Private,255004,HS-grad,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,US,<=50K
31,Private,197860,Bachelors,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,US,<=50K
90,Private,51744,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,2206,40,US,<=50K
54,Private,176681,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,20,US,<=50K
53,Government,140359,HS-grad,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,US,<=50K
18,Private,243313,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,US,<=50K
66,self-employed,167687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,50,US,<=50K
75,Private,314209,Bachelors,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Columbia,<=50K
65,Private,176796,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,US,<=50K
35,Private,538583,HS-grad,7,Separated,Transport-moving,Not-in-family,Black,Male,3674,0,40,US,<=50K
41,Private,130408,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,38,US,<=50K
25,Private,159732,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,US,<=50K
33,Private,110978,Bachelors,10,Divorced,Craft-repair,Other-relative,Other,Female,0,0,40,US,<=50K
28,Private,76714,Masters,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,US,>50K
59,Government,268700,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,US,<=50K
40,Government,170525,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,US,<=50K
41,Private,180138,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Iran,>50K
38,Government,115076,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,US,>50K
23,Private,115458,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,US,<=50K
40,Private,347890,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,>50K
41,self-employed,196001,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,US,<=50K
24,Government,273905,Bachelors,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,US,<=50K
38,Private,179488,Bachelors,10,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,US,<=50K
58,Private,236596,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,US,>50K
32,Private,183916,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,34,US,<=50K
40,Private,207578,Bachelors,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60,US,>50K
41,Private,112763,Masters,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,US,>50K
42,Private,390781,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,US,<=50K
59,Government,171328,HS-grad,6,Widowed,Other-service,Unmarried,Black,Female,0,0,30,US,<=50K
19,Government,27382,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,US,<=50K
58,Private,259014,Bachelors,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20,US,<=50K
42,self-employed,303044,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K
20,Private,117789,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,US,<=50K
32,Private,172579,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,30,US,<=50K
45,Private,187666,Bachelors,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,45,US,<=50K
50,Private,204518,HS-grad,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,US,<=50K
36,Private,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,US,<=50K
45,Private,98092,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,US,<=50K
17,Private,245918,HS-grad,7,Never-married,Other-service,Own-child,White,Male,0,0,12,US,<=50K
59,Private,146013,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,US,<=50K
26,Private,378322,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
37,self-employed,257295,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Thailand,>50K
64,Private,21174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
33,Private,185480,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,US,<=50K
33,Private,222205,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,US,>50K
61,Private,69867,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
17,Private,191260,HS-grad,5,Never-married,Other-service,Own-child,White,Male,1055,0,24,US,<=50K
50,self-employed,30653,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,US,<=50K
27,Government,209109,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,US,<=50K
30,Private,70377,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,US,<=50K
