Age,workclass,fnlwgt,education,education-num,marital-status,Occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,gincome
57,Private,212448,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,US,>50K
40,Government,184018,Bachelors,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,US,>50K
44,Private,162028,Bachelors,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2415,6,US,>50K
35,Private,220098,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,US,>50K
25,Private,86872,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,US,>50K
52,self-employed,132178,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,US,>50K
50,Government,288353,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,US,>50K
41,Private,445382,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,US,>50K
46,Private,188386,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,US,>50K
35,Private,92440,HS-grad,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,US,>50K
32,Government,92003,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,US,>50K
63,self-employed,222289,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
30,Private,29662,Bachelors,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,US,>50K
33,Private,208405,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,US,>50K
44,Private,116632,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,>50K
45,self-employed,197332,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,US,>50K
60,Private,245062,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,>50K
44,self-employed,234885,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,US,>50K
40,Private,72887,Bachelors,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,US,>50K
49,Private,192776,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,US,>50K
30,Private,118551,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,16,US,>50K
60,Private,201965,Bachelors,10,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,US,>50K
38,Private,91039,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,US,>50K
34,Private,337587,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,US,>50K
34,Private,108116,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,US,>50K
38,self-employed,99146,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,US,>50K
50,Private,196232,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,US,>50K
37,Government,186035,Bachelors,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,US,>50K
44,Private,177905,Bachelors,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,58,US,>50K
42,Private,221172,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
41,Private,101739,Bachelors,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,US,>50K
67,Private,231559,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,48,US,>50K
33,Government,319560,Bachelors,11,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,US,>50K
54,Private,212960,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,US,>50K
47,Private,264052,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,US,>50K
52,self-employed,334273,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,US,>50K
37,Private,22463,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,US,>50K
29,Private,350162,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,US,>50K
57,Private,69884,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,US,>50K
52,Private,25826,HS-grad,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,47,US,>50K
60,Private,39352,HS-grad,4,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,US,>50K
31,Private,168387,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,Canada,>50K
42,self-employed,214242,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,US,>50K
51,Private,410114,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,>50K
46,Private,102388,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,US,>50K
34,Private,153614,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,US,>50K
33,Private,205469,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
49,Private,268090,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,US,>50K
43,Private,154374,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,60,US,>50K
30,Private,103649,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,US,>50K
33,Private,175697,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,US,>50K
52,self-employed,289436,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,US,>50K
36,Private,188563,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,US,>50K
50,self-employed,195322,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,US,>50K
30,Government,169496,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,US,>50K
35,Private,292472,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K
43,Private,174524,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,US,>50K
44,self-employed,335183,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,US,>50K
42,Private,341204,Bachelors,12,Divorced,Prof-specialty,Unmarried,White,Female,8614,0,40,US,>50K
42,Private,247019,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,US,>50K
33,Private,182556,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
50,self-employed,219420,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,US,>50K
37,Private,161141,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,>50K
34,self-employed,190290,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,>50K
35,Private,203628,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,US,>50K
31,Private,118710,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,US,>50K
46,Private,295566,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,25236,0,65,US,>50K
44,Private,63042,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,50,US,>50K
34,Private,217460,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,US,>50K
50,Government,50459,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,US,>50K
42,Private,162140,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,US,>50K
42,Private,279914,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,US,>50K
42,Private,151408,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,50,US,>50K
42,Government,126319,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,US,>50K
55,Private,197422,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,40,US,>50K
29,Government,356089,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,US,>50K
54,Private,285854,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,US,>50K
46,Government,167381,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,US,>50K
59,Government,420537,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,US,>50K
53,self-employed,128272,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,US,>50K
51,Private,386773,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,US,>50K
37,Private,280282,Bachelors,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,24,US,>50K
43,Private,226902,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,US,>50K
40,Private,130760,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,US,>50K
40,Private,237601,Bachelors,13,Never-married,Sales,Not-in-family,Other,Female,0,0,55,US,>50K
48,Private,102102,Bachelors,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,US,>50K
60,Private,31577,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,US,>50K
46,Private,90758,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,US,>50K
43,Private,274363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,England,>50K
32,Private,231043,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,48,US,>50K
33,Private,169879,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,47,US,>50K
64,Private,270333,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,>50K
56,Private,186556,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,US,>50K
47,Private,191277,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,US,>50K
57,Private,34269,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,653,42,US,>50K
53,Private,194259,Bachelors,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,40,US,>50K
41,Private,180572,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,US,>50K
51,Private,146813,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,>50K
55,Private,387569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,US,>50K
37,Private,86551,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,US,>50K
61,Private,99784,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,US,>50K
48,Government,327886,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,50,US,>50K
59,Private,142182,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,US,>50K
49,Private,38563,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,56,US,>50K
39,Private,176186,Bachelors,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,US,>50K
44,Private,48087,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
71,self-employed,143437,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,10605,0,40,US,>50K
51,self-employed,160724,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,2415,40,China,>50K
41,Private,194636,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,US,>50K
39,Private,117683,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,US,>50K
32,Private,270335,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,Philippines,>50K
38,Private,95336,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,US,>50K
37,Private,183800,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,US,>50K
42,self-employed,177307,Masters,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,US,>50K
30,Private,87418,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,US,>50K
39,Private,202027,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,US,>50K
67,self-employed,76860,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,US,>50K
51,Private,138022,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,US,>50K
37,Private,186934,HS-grad,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,44,US,>50K
37,Private,176900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,US,>50K
41,Private,132222,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,40,US,>50K
31,Private,111567,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,US,>50K
38,self-employed,196373,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
36,self-employed,108293,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,45,US,>50K
44,Government,174675,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,US,>50K
43,Private,227065,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,US,>50K
44,self-employed,398473,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,US,>50K
33,self-employed,123424,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
42,Private,176286,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
35,self-employed,368825,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,US,>50K
48,Private,164966,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
34,Private,202046,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,US,>50K
67,Private,105252,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,2392,40,US,>50K
40,Government,188693,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,US,>50K
45,Government,318280,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,40,US,>50K
47,Private,192835,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,US,>50K
56,Private,112840,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,US,>50K
48,Government,33109,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,58,US,>50K
39,self-employed,329980,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,US,>50K
50,Private,168212,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,65,US,>50K
38,Government,343642,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,US,>50K
39,self-employed,180804,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
54,self-employed,123011,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,52,US,>50K
50,Private,767403,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,US,>50K
42,Private,118494,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,US,>50K
33,Private,26973,Bachelors,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,US,>50K
48,Government,123075,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,US,>50K
45,Private,368561,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,US,>50K
44,Private,167005,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,US,>50K
36,Private,156667,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,US,>50K
53,self-employed,263925,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Canada,>50K
30,Private,296453,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,US,>50K
52,self-employed,44728,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,US,>50K
49,Government,193960,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,US,>50K
45,Private,185385,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,US,>50K
49,Private,175958,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,US,>50K
35,Private,199352,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,80,US,>50K
38,Private,132879,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,US,>50K
37,Private,215310,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,US,>50K
48,Government,55863,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,46,US,>50K
43,Government,227910,Bachelors,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,US,>50K
41,Government,195258,Bachelors,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,US,>50K
42,Private,150533,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,52,US,>50K
41,Government,133060,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,>50K
44,self-employed,120539,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,US,>50K
29,self-employed,260729,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,1977,25,US,>50K
45,self-employed,149865,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,US,>50K
34,self-employed,196791,Bachelors,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,25,US,>50K
41,Private,118212,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,US,>50K
35,self-employed,289430,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Mexico,>50K
