Age,workclass,fnlwgt,education,education-num,marital-status,Occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,gincome
55,self-employed,183869,Masters,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,?,>50K
35,Private,173858,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,?,<=50K
21,?,230397,Bachelors,10,Never-married,?,Own-child,White,Female,0,0,5,US,<=50K
32,?,199046,Bachelors,11,Never-married,?,Unmarried,White,Female,0,0,2,US,<=50K
18,?,297396,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,10,US,<=50K
22,?,35448,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,22,US,<=50K
68,?,133758,HS-grad,4,Widowed,?,Not-in-family,Black,Male,0,0,10,US,<=50K
72,?,177226,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,US,<=50K
19,?,145234,Bachelors,10,Never-married,?,Own-child,White,Male,0,0,30,US,<=50K
38,Private,53930,HS-grad,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,?,<=50K
40,?,78255,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,25,US,<=50K
40,?,273425,Bachelors,11,Married-civ-spouse,?,Husband,White,Male,0,0,15,US,<=50K
72,?,113044,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,30,US,<=50K
28,?,192569,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,40,US,<=50K
20,?,182117,Bachelors,10,Never-married,?,Own-child,White,Male,0,0,40,US,<=50K
22,?,175586,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,35,US,<=50K
61,Government,124971,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
35,?,169809,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,20,US,<=50K
25,?,237865,Bachelors,10,Never-married,?,Own-child,Black,Male,0,0,40,?,<=50K
32,?,199244,HS-grad,6,Divorced,?,Not-in-family,White,Female,0,0,40,US,<=50K
41,Private,173938,Masters,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,?,>50K
53,Private,211654,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,?,>50K
40,Private,170230,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,?,<=50K
37,Private,325538,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,60,?,<=50K
23,?,123983,Bachelors,13,Never-married,?,Own-child,Other,Male,0,0,40,US,<=50K
82,?,29441,HS-grad,4,Widowed,?,Not-in-family,White,Male,0,0,5,US,<=50K
32,?,53042,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,40,US,<=50K
52,?,134447,Bachelors,10,Married-civ-spouse,?,Husband,White,Male,0,0,50,US,<=50K
56,self-employed,236731,HS-grad,2,Separated,Exec-managerial,Not-in-family,White,Male,0,0,25,?,<=50K
17,?,110998,Bachelors,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
64,self-employed,132832,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20051,0,40,?,>50K
47,?,111563,Bachelors,11,Divorced,?,Not-in-family,White,Male,0,0,40,US,<=50K
44,Private,180985,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,?,>50K
21,?,224209,HS-grad,9,Married-civ-spouse,?,Wife,Black,Female,0,0,30,US,<=50K
74,?,29866,HS-grad,4,Married-civ-spouse,?,Husband,White,Male,0,0,2,US,<=50K
76,?,28221,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Canada,>50K
36,?,356838,HS-grad,8,Never-married,?,Not-in-family,White,Male,0,0,35,US,<=50K
79,?,144533,HS-grad,9,Widowed,?,Not-in-family,Black,Female,0,0,30,US,<=50K
30,?,96851,Bachelors,10,Never-married,?,Not-in-family,White,Female,0,1719,25,US,<=50K
20,?,235442,Bachelors,10,Never-married,?,Own-child,White,Male,0,0,35,US,<=50K
51,?,163998,HS-grad,9,Married-spouse-absent,?,Not-in-family,White,Male,0,0,20,US,>50K
66,?,190324,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,18,US,<=50K
